framenum,source,blockw,blockh,srcx,srcy,dstx,dsty,flags
2, 1,16,16,  24,  88,  24,  88,0x0
2, 1,16,16,  40,  88,  40,  88,0x0
2, 1,16,16,  56,  88,  56,  88,0x0
2, 1,16,16,  72,  88,  72,  88,0x0
2, 1,16,16,  88,  88,  88,  88,0x0
2, 1,16,16, 104,  88, 104,  88,0x0
2, 1,16,16, 120,  88, 120,  88,0x0
2, 1,16,16, 136,  88, 136,  88,0x0
2, 1,16,16, 152,  88, 152,  88,0x0
2, 1,16,16, 168,  88, 168,  88,0x0
2, 1,16,16, 184,  88, 184,  88,0x0
2, 1,16,16,   8, 104,   8, 104,0x0
2, 1,16,16,  24, 104,  24, 104,0x0
2, 1,16,16,  40, 104,  40, 104,0x0
2, 1,16,16,  56, 104,  56, 104,0x0
2, 1,16,16,  72, 104,  72, 104,0x0
2, 1,16,16,  88, 104,  88, 104,0x0
2, 1,16,16, 104, 104, 104, 104,0x0
2, 1,16,16, 120, 104, 120, 104,0x0
2, 1,16,16, 136, 104, 136, 104,0x0
2, 1,16,16, 152, 104, 152, 104,0x0
2, 1,16,16, 168, 104, 168, 104,0x0
2, 1,16,16, 184, 104, 184, 104,0x0
2, 1,16,16,   8, 120,   8, 120,0x0
2, 1,16,16,  24, 120,  24, 120,0x0
2, 1,16,16,  40, 120,  40, 120,0x0
2, 1,16,16,  56, 120,  56, 120,0x0
2, 1,16,16,  72, 120,  72, 120,0x0
2, 1,16,16,  88, 120,  88, 120,0x0
2, 1,16,16, 104, 120, 104, 120,0x0
2, 1,16,16, 120, 120, 120, 120,0x0
2, 1,16,16, 136, 120, 136, 120,0x0
2, 1,16,16, 152, 120, 152, 120,0x0
2, 1,16,16, 168, 120, 168, 120,0x0
2, 1,16,16, 184, 120, 184, 120,0x0
2, 1,16,16,   8, 136,   8, 136,0x0
2, 1,16,16,  24, 136,  24, 136,0x0
2, 1,16,16,  40, 136,  40, 136,0x0
2, 1,16,16,  56, 136,  56, 136,0x0
2, 1,16,16,  72, 136,  72, 136,0x0
2, 1,16,16,  88, 136,  88, 136,0x0
2, 1,16,16, 104, 136, 104, 136,0x0
2, 1,16,16, 120, 136, 120, 136,0x0
2, 1,16,16, 136, 136, 136, 136,0x0
2, 1,16,16, 152, 136, 152, 136,0x0
2, 1,16,16, 168, 136, 168, 136,0x0
2, 1,16,16, 184, 136, 184, 136,0x0
3,-1,16,16,   8,   8,   8,   8,0x0
3, 1,16,16,   8,   8,   8,   8,0x0
3, 1,16,16,  24,   8,  24,   8,0x0
3, 1,16,16,  40,   8,  40,   8,0x0
3, 1,16,16,  56,   8,  56,   8,0x0
3, 1, 8, 8,  68,   4,  68,   4,0x0
3, 1, 8, 8,  76,   4,  76,   4,0x0
3, 1, 8, 8,  68,  12,  68,  12,0x0
3, 1, 8, 8,  76,  12,  76,  12,0x0
3, 1,16,16,  88,   8,  88,   8,0x0
3, 1,16,16, 104,   8, 104,   8,0x0
3, 1,16,16, 120,   8, 120,   8,0x0
3,-1, 8,16, 132,   8, 132,   8,0x0
3,-1, 8,16, 140,   8, 140,   8,0x0
3, 1, 8,16, 132,   8, 132,   8,0x0
3, 1, 8,16, 140,   8, 140,   8,0x0
3, 1,16,16, 152,   8, 152,   8,0x0
3, 1,16,16, 168,   8, 168,   8,0x0
3, 1,16,16, 184,   8, 184,   8,0x0
3,-1, 8,16,   4,  24,   4,  24,0x0
3,-1, 8,16,  12,  24,  12,  24,0x0
3, 1, 8,16,   4,  24,   4,  24,0x0
3, 1, 8,16,  12,  24,  12,  24,0x0
3, 1,16,16,  24,  24,  24,  24,0x0
3, 1,16,16,  40,  24,  40,  24,0x0
3,-1,16, 8,  56,  20,  56,  20,0x0
3,-1,16, 8,  56,  28,  56,  28,0x0
3, 1,16, 8,  56,  20,  56,  20,0x0
3, 1,16, 8,  56,  28,  56,  28,0x0
3, 1,16, 8,  72,  20,  72,  20,0x0
3, 1,16, 8,  72,  28,  72,  28,0x0
3, 1,16,16,  88,  24,  88,  24,0x0
3,-1,16,16, 104,  24, 104,  24,0x0
3, 1,16,16, 104,  24, 104,  24,0x0
3, 1,16,16, 120,  24, 120,  24,0x0
3, 1,16,16, 136,  24, 136,  24,0x0
3,-1, 8,16, 148,  24, 148,  24,0x0
3,-1, 8,16, 156,  24, 156,  24,0x0
3, 1, 8,16, 148,  24, 148,  24,0x0
3, 1, 8,16, 156,  24, 156,  24,0x0
3, 1, 8,16, 164,  24, 164,  24,0x0
3, 1, 8,16, 172,  24, 172,  24,0x0
3, 1,16,16, 184,  24, 184,  24,0x0
3, 1,16,16,   8,  40,   8,  40,0x0
3,-1,16,16,  24,  40,  24,  40,0x0
3, 1,16,16,  24,  40,  24,  40,0x0
3,-1,16,16,  41,  40,  40,  40,0x0
3, 1,16,16,  40,  40,  40,  40,0x0
3,-1, 8, 8,  52,  36,  52,  36,0x0
3,-1, 8, 8,  60,  36,  60,  36,0x0
3,-1, 8, 8,  51,  44,  52,  44,0x0
3,-1, 8, 8,  60,  44,  60,  44,0x0
3, 1, 8, 8,  53,  37,  52,  36,0x0
3, 1, 8, 8,  60,  36,  60,  36,0x0
3, 1, 8, 8,  52,  44,  52,  44,0x0
3, 1, 8, 8,  60,  44,  60,  44,0x0
3,-1, 8, 8,  68,  36,  68,  36,0x0
3,-1, 8, 8,  76,  36,  76,  36,0x0
3,-1, 8, 8,  68,  44,  68,  44,0x0
3,-1, 8, 8,  76,  44,  76,  44,0x0
3, 1, 8, 8,  68,  36,  68,  36,0x0
3, 1, 8, 8,  76,  36,  76,  36,0x0
3, 1, 8, 8,  68,  44,  68,  44,0x0
3, 1, 8, 8,  76,  44,  76,  44,0x0
3, 1,16,16,  88,  40,  88,  40,0x0
3,-1,16, 8, 104,  36, 104,  36,0x0
3,-1,16, 8, 104,  44, 104,  44,0x0
3, 1,16, 8, 104,  36, 104,  36,0x0
3, 1,16, 8, 104,  44, 104,  44,0x0
3,-1, 8, 8, 116,  36, 116,  36,0x0
3,-1, 8, 8, 124,  36, 124,  36,0x0
3,-1, 8, 8, 116,  44, 116,  44,0x0
3,-1, 8, 8, 124,  44, 124,  44,0x0
3, 1, 8, 8, 116,  36, 116,  36,0x0
3, 1, 8, 8, 124,  36, 124,  36,0x0
3, 1, 8, 8, 116,  45, 116,  44,0x0
3, 1, 8, 8, 124,  45, 124,  44,0x0
3,-1,16, 8, 136,  36, 136,  36,0x0
3,-1,16, 8, 136,  44, 136,  44,0x0
3, 1,16, 8, 136,  36, 136,  36,0x0
3, 1,16, 8, 136,  45, 136,  44,0x0
3,-1, 8, 8, 164,  36, 164,  36,0x0
3,-1, 8, 8, 172,  36, 172,  36,0x0
3,-1, 8, 8, 164,  44, 164,  44,0x0
3,-1, 8, 8, 172,  44, 172,  44,0x0
3, 1, 8, 8, 164,  36, 164,  36,0x0
3, 1, 8, 8, 172,  36, 172,  36,0x0
3, 1, 8, 8, 167,  45, 164,  44,0x0
3, 1, 8, 8, 171,  44, 172,  44,0x0
3,-1,16,16, 184,  40, 184,  40,0x0
3, 1,16,16, 181,  39, 184,  40,0x0
3, 1,16,16,   8,  56,   8,  56,0x0
3, 1,16,16,  24,  56,  24,  56,0x0
3, 1,16,16,  40,  56,  40,  56,0x0
3, 1,16,16,  56,  56,  56,  56,0x0
3, 1,16,16,  72,  56,  72,  56,0x0
3,-1,16,16,  88,  56,  88,  56,0x0
3, 1,16,16,  88,  57,  88,  56,0x0
3, 1,16,16, 104,  57, 104,  56,0x0
3,-1, 8, 8, 116,  52, 116,  52,0x0
3,-1, 8, 8, 124,  52, 124,  52,0x0
3,-1, 8, 8, 116,  60, 116,  60,0x0
3,-1, 8, 8, 124,  60, 124,  60,0x0
3, 1, 8, 8, 116,  53, 116,  52,0x0
3, 1, 8, 8, 124,  53, 124,  52,0x0
3, 1, 8, 8, 116,  61, 116,  60,0x0
3, 1, 8, 8, 125,  61, 124,  60,0x0
3, 1,16,16, 137,  57, 136,  56,0x0
3,-1,16,16, 184,  56, 184,  56,0x0
3, 1,16,16, 185,  56, 184,  56,0x0
3, 1,16,16,   8,  72,   8,  72,0x0
3, 1,16,16,  24,  72,  24,  72,0x0
3,-1,16,16,  40,  72,  40,  72,0x0
3, 1,16,16,  40,  72,  40,  72,0x0
3, 1,16,16,  72,  72,  72,  72,0x0
3,-1, 8, 8,  84,  68,  84,  68,0x0
3,-1, 8, 8,  92,  68,  92,  68,0x0
3,-1, 8, 8,  84,  76,  84,  76,0x0
3,-1, 8, 8,  92,  76,  92,  76,0x0
3, 1, 8, 8,  84,  68,  84,  68,0x0
3, 1, 8, 8,  92,  68,  92,  68,0x0
3, 1, 8, 8,  84,  76,  84,  76,0x0
3, 1, 8, 8,  92,  76,  92,  76,0x0
3,-1, 8, 8, 100,  68, 100,  68,0x0
3,-1, 8, 8, 108,  68, 108,  68,0x0
3,-1, 8, 8, 100,  76, 100,  76,0x0
3,-1, 8, 8, 108,  76, 108,  76,0x0
3, 1, 8, 8, 100,  71, 100,  68,0x0
3, 1, 8, 8, 108,  70, 108,  68,0x0
3, 1, 8, 8, 100,  79, 100,  76,0x0
3, 1, 8, 8, 108,  79, 108,  76,0x0
3,-1, 8,16, 132,  72, 132,  72,0x0
3,-1, 8,16, 140,  72, 140,  72,0x0
3, 1, 8,16, 133,  76, 132,  72,0x0
3, 1, 8,16, 139,  72, 140,  72,0x0
3,-1, 8, 8, 148,  68, 148,  68,0x0
3,-1, 8, 8, 156,  68, 156,  68,0x0
3,-1, 8, 8, 148,  76, 148,  76,0x0
3,-1, 8, 8, 156,  76, 156,  76,0x0
3, 1, 8, 8, 149,  68, 148,  68,0x0
3, 1, 8, 8, 159,  70, 156,  68,0x0
3, 1, 8, 8, 150,  79, 148,  76,0x0
3, 1, 8, 8, 160,  78, 156,  76,0x0
3, 1,16, 8, 175,  71, 168,  68,0x0
3, 1,16, 8, 174,  80, 168,  76,0x0
3,-1, 8, 8, 180,  68, 180,  68,0x0
3,-1, 8, 8, 188,  67, 188,  68,0x0
3,-1, 8, 8, 180,  76, 180,  76,0x0
3,-1, 8, 8, 188,  76, 188,  76,0x0
3, 1, 8, 8, 184,  70, 180,  68,0x0
3, 1, 8, 8, 188,  68, 188,  68,0x0
3, 1, 8, 8, 184,  78, 180,  76,0x0
3, 1, 8, 8, 192,  76, 188,  76,0x0
3, 1,16,16,   8,  88,   8,  88,0x0
3,-1, 8,16,  20,  88,  20,  88,0x0
3,-1, 8,16,  32,  86,  28,  88,0x0
3, 1, 8,16,  20,  88,  20,  88,0x0
3, 1, 8,16,  28,  88,  28,  88,0x0
3,-1, 8, 8,  36,  84,  36,  84,0x0
3,-1, 8, 8,  44,  84,  44,  84,0x0
3,-1, 8, 8,  36,  92,  36,  92,0x0
3,-1, 8, 8,  44,  92,  44,  92,0x0
3, 1, 8, 8,  36,  84,  36,  84,0x0
3, 1, 8, 8,  43,  85,  44,  84,0x0
3, 1, 8, 8,  36,  93,  36,  92,0x0
3, 1, 8, 8,  43,  93,  44,  92,0x0
3, 1, 8,16,  51,  89,  52,  88,0x0
3, 1, 8,16,  59,  89,  60,  88,0x0
3, 1,16,16,  72,  89,  72,  88,0x0
3,-1, 8, 8,  84,  84,  84,  84,0x0
3,-1, 8, 8,  92,  84,  92,  84,0x0
3,-1, 8, 8,  84,  92,  84,  92,0x0
3,-1, 8, 8,  92,  92,  92,  92,0x0
3, 1, 8, 8,  84,  85,  84,  84,0x0
3, 1, 8, 8,  92,  84,  92,  84,0x0
3, 1, 8, 8,  84,  92,  84,  92,0x0
3, 1, 8, 8,  92,  92,  92,  92,0x0
3,-1,16, 8, 104,  92, 104,  84,0x0
3,-1,16, 8, 104,  92, 104,  92,0x0
3, 1,16, 8, 104,  84, 104,  84,0x0
3, 1,16, 8, 104,  99, 104,  92,0x0
3,-1, 8,16, 117,  96, 116,  88,0x0
3,-1, 8,16, 124,  88, 124,  88,0x0
3, 1, 8,16, 116,  94, 116,  88,0x0
3, 1, 8,16, 124,  92, 124,  88,0x0
3, 1,16, 8, 137,  86, 136,  84,0x0
3, 1,16, 8, 138,  96, 136,  92,0x0
3, 1,16, 8, 156,  89, 152,  84,0x0
3, 1,16, 8, 154,  99, 152,  92,0x0
3,-1, 8, 8, 164,  84, 164,  84,0x0
3,-1, 8, 8, 172,  84, 172,  84,0x0
3,-1, 8, 8, 164,  92, 164,  92,0x0
3,-1, 8, 8, 172,  92, 172,  92,0x0
3, 1, 8, 8, 170,  88, 164,  84,0x0
3, 1, 8, 8, 181,  89, 172,  84,0x0
3, 1, 8, 8, 171,  99, 164,  92,0x0
3, 1, 8, 8, 181,  99, 172,  92,0x0
3, 1,16,16,  19, 107,  24, 104,0x0
3,-1, 8, 8,  36, 100,  36, 100,0x0
3,-1, 8, 8,  44, 100,  44, 100,0x0
3,-1, 8, 8,  36, 108,  36, 108,0x0
3,-1, 8, 8,  44, 108,  44, 108,0x0
3, 1, 8, 8,  34, 101,  36, 100,0x0
3, 1, 8, 8,  42, 101,  44, 100,0x0
3, 1, 8, 8,  34, 110,  36, 108,0x0
3, 1, 8, 8,  42, 110,  44, 108,0x0
3, 1,16,16,  55, 105,  56, 104,0x0
3,-1, 8, 8,  68, 100,  68, 100,0x0
3,-1, 8, 8,  76, 100,  76, 100,0x0
3,-1, 8, 8,  68, 108,  68, 108,0x0
3,-1, 8, 8,  76, 108,  76, 108,0x0
3, 1, 8, 8,  68, 101,  68, 100,0x0
3, 1, 8, 8,  76, 100,  76, 100,0x0
3, 1, 8, 8,  68, 109,  68, 108,0x0
3, 1, 8, 8,  76, 109,  76, 108,0x0
3,-1, 8, 8, 100, 100, 100, 100,0x0
3,-1, 8, 8, 108, 100, 108, 100,0x0
3,-1, 8, 8, 100, 108, 100, 108,0x0
3,-1, 8, 8, 108, 108, 108, 108,0x0
3, 1, 8, 8,  99, 107, 100, 100,0x0
3, 1, 8, 8, 108, 107, 108, 100,0x0
3, 1, 8, 8,  98, 117, 100, 108,0x0
3, 1, 8, 8, 107, 117, 108, 108,0x0
3,-1, 8, 8, 116, 100, 116, 100,0x0
3,-1, 8, 8, 124, 100, 124, 100,0x0
3,-1, 8, 8, 116, 108, 116, 108,0x0
3,-1, 8, 8, 124, 108, 124, 108,0x0
3, 1, 8, 8, 116, 107, 116, 100,0x0
3, 1, 8, 8, 124, 106, 124, 100,0x0
3, 1, 8, 8, 116, 117, 116, 108,0x0
3, 1, 8, 8, 124, 114, 124, 108,0x0
3, 1,16,16, 138, 109, 136, 104,0x0
3, 1, 8,16, 149, 108, 148, 104,0x0
3, 1, 8,16, 161, 112, 156, 104,0x0
3,-1, 8, 8, 164, 100, 164, 100,0x0
3,-1, 8, 8, 172, 100, 172, 100,0x0
3,-1, 8, 8, 164, 108, 164, 108,0x0
3,-1, 8, 8, 172, 108, 172, 108,0x0
3, 1, 8, 8, 171, 107, 164, 100,0x0
3, 1, 8, 8, 180, 109, 172, 100,0x0
3, 1, 8, 8, 168, 118, 164, 108,0x0
3, 1, 8, 8, 179, 117, 172, 108,0x0
3,-1, 8, 8,   4, 117,   4, 116,0x0
3,-1, 8, 8,  10, 116,  12, 116,0x0
3,-1, 8, 8,   4, 124,   4, 124,0x0
3,-1, 8, 8,  10, 128,  12, 124,0x0
3, 1, 8, 8,   4, 116,   4, 116,0x0
3, 1, 8, 8,   8, 120,  12, 116,0x0
3, 1, 8, 8,   4, 124,   4, 124,0x0
3, 1, 8, 8,  12, 124,  12, 124,0x0
3,-1,16, 8,  24, 116,  24, 116,0x0
3,-1,16, 8,  27, 116,  24, 124,0x0
3, 1,16, 8,  21, 119,  24, 116,0x0
3, 1,16, 8,  21, 127,  24, 124,0x0
3,-1, 8, 8,  36, 116,  36, 116,0x0
3,-1, 8, 8,  44, 116,  44, 116,0x0
3,-1, 8, 8,  36, 124,  36, 124,0x0
3,-1, 8, 8,  44, 124,  44, 124,0x0
3, 1, 8, 8,  33, 119,  36, 116,0x0
3, 1, 8, 8,  42, 119,  44, 116,0x0
3, 1, 8, 8,  36, 124,  36, 124,0x0
3, 1, 8, 8,  44, 124,  44, 124,0x0
3,-1,16,16,  56, 120,  56, 120,0x0
3,-1, 8, 8,  84, 116,  84, 116,0x0
3,-1, 8, 8,  92, 116,  92, 116,0x0
3,-1, 8, 8,  84, 124,  84, 124,0x0
3,-1, 8, 8,  92, 124,  92, 124,0x0
3, 1, 8, 8,  79, 131,  84, 116,0x0
3, 1, 8, 8,  88, 131,  92, 116,0x0
3, 1, 8, 8,  80, 140,  84, 124,0x0
3, 1, 8, 8,  88, 138,  92, 124,0x0
3,-1,16, 8,  93, 121, 104, 116,0x0
3,-1,16, 8, 104, 124, 104, 124,0x0
3, 1,16, 8, 104, 116, 104, 116,0x0
3, 1,16, 8, 102, 136, 104, 124,0x0
3,-1, 8,16, 116, 120, 116, 120,0x0
3,-1, 8,16, 129, 121, 124, 120,0x0
3, 1, 8,16, 115, 129, 116, 120,0x0
3, 1, 8,16, 124, 126, 124, 120,0x0
3, 1,16, 8, 136, 121, 136, 116,0x0
3, 1,16, 8, 137, 136, 136, 124,0x0
3,-1, 8, 8, 148, 116, 148, 116,0x0
3,-1, 8, 8, 156, 116, 156, 116,0x0
3,-1, 8, 8, 148, 124, 148, 124,0x0
3,-1, 8, 8, 156, 124, 156, 124,0x0
3, 1, 8, 8, 150, 126, 148, 116,0x0
3, 1, 8, 8, 159, 126, 156, 116,0x0
3, 1, 8, 8, 147, 136, 148, 124,0x0
3, 1, 8, 8, 158, 136, 156, 124,0x0
3,-1, 8, 8, 164, 116, 164, 116,0x0
3,-1, 8, 8, 172, 116, 172, 116,0x0
3,-1, 8, 8, 164, 124, 164, 124,0x0
3,-1, 8, 8, 172, 124, 172, 124,0x0
3, 1, 8, 8, 169, 126, 164, 116,0x0
3, 1, 8, 8, 182, 129, 172, 116,0x0
3, 1, 8, 8, 170, 136, 164, 124,0x0
3, 1, 8, 8, 182, 139, 172, 124,0x0
3,-1,16,16,   8, 136,   8, 136,0x0
3, 1,16,16,   5, 139,   8, 136,0x0
3,-1,16,16,  24, 136,  24, 136,0x0
3, 1,16,16,  24, 136,  24, 136,0x0
3,-1,16,16,  40, 136,  40, 136,0x0
3, 1,16,16,  40, 136,  40, 136,0x0
3,-1,16,16,  65, 119,  56, 136,0x0
3,-1, 8,16,  80, 117,  68, 136,0x0
3,-1, 8,16,  80, 118,  76, 136,0x0
3, 1, 8,16,  68, 136,  68, 136,0x0
3, 1, 8,16,  76, 140,  76, 136,0x0
3,-1, 8,16,  84, 133,  84, 136,0x0
3,-1, 8,16,  85, 147,  92, 136,0x0
3,-1,16,16, 103, 136, 104, 136,0x0
3, 1,16,16, 101, 149, 104, 136,0x0
3,-1,16, 8, 136, 132, 136, 132,0x0
3,-1,16, 8, 136, 131, 136, 140,0x0
3, 1,16, 8, 137, 139, 136, 132,0x0
3, 1,16, 8, 137, 147, 136, 140,0x0
3,-1,16, 8, 152, 132, 152, 132,0x0
3,-1,16, 8, 152, 131, 152, 140,0x0
3, 1,16, 8, 151, 143, 152, 132,0x0
3, 1,16, 8, 152, 140, 152, 140,0x0
4,-1,16,16,   8,   8,   8,   8,0x0
4, 1,16,16,  24,   8,  24,   8,0x0
4, 1,16,16,  40,   8,  40,   8,0x0
4, 1,16,16,  56,   8,  56,   8,0x0
4, 1,16,16,  72,   8,  72,   8,0x0
4,-1,16,16,  89,   8,  88,   8,0x0
4,-1,16,16, 104,   8, 104,   8,0x0
4, 1,16,16, 120,   8, 120,   8,0x0
4,-1, 8, 8, 132,   4, 132,   4,0x0
4,-1, 8, 8, 142,   4, 140,   4,0x0
4,-1, 8, 8, 132,  12, 132,  12,0x0
4,-1, 8, 8, 140,  12, 140,  12,0x0
4, 1, 8, 8, 132,   4, 132,   4,0x0
4, 1, 8, 8, 140,   4, 140,   4,0x0
4, 1, 8, 8, 132,  12, 132,  12,0x0
4, 1, 8, 8, 140,  12, 140,  12,0x0
4, 1,16,16, 152,   8, 152,   8,0x0
4, 1,16,16, 168,   8, 168,   8,0x0
4, 1,16,16, 184,   8, 184,   8,0x0
4,-1,16,16,   8,  24,   8,  24,0x0
4, 1,16,16,  24,  24,  24,  24,0x0
4,-1,16,16,  40,  24,  40,  24,0x0
4,-1,16,16,  56,  24,  56,  24,0x0
4, 1,16,16,  56,  24,  56,  24,0x0
4,-1,16,16,  72,  24,  72,  24,0x0
4,-1,16,16,  88,  24,  88,  24,0x0
4, 1,16,16,  88,  24,  88,  24,0x0
4, 1,16,16, 104,  24, 104,  24,0x0
4, 1,16,16, 120,  24, 120,  24,0x0
4, 1,16,16, 136,  24, 136,  24,0x0
4,-1,16,16, 153,  24, 152,  24,0x0
4, 1,16,16, 152,  24, 152,  24,0x0
4, 1,16,16, 168,  24, 168,  24,0x0
4, 1,16,16, 184,  24, 184,  24,0x0
4,-1,16,16,   8,  40,   8,  40,0x0
4, 1,16,16,   8,  40,   8,  40,0x0
4,-1,16,16,  24,  40,  24,  40,0x0
4, 1,16,16,  24,  40,  24,  40,0x0
4, 1,16,16,  40,  40,  40,  40,0x0
4,-1,16,16,  56,  40,  56,  40,0x0
4, 1,16,16,  56,  40,  56,  40,0x0
4,-1,16,16,  72,  40,  72,  40,0x0
4, 1,16,16,  72,  40,  72,  40,0x0
4,-1,16,16,  88,  40,  88,  40,0x0
4, 1,16,16,  88,  40,  88,  40,0x0
4,-1,16,16, 104,  40, 104,  40,0x0
4, 1,16,16, 104,  40, 104,  40,0x0
4,-1,16,16, 120,  40, 120,  40,0x0
4, 1,16,16, 120,  40, 120,  40,0x0
4, 1,16,16, 136,  40, 136,  40,0x0
4,-1,16, 8, 152,  36, 152,  36,0x0
4,-1,16, 8, 153,  45, 152,  44,0x0
4, 1,16, 8, 152,  36, 152,  36,0x0
4, 1,16, 8, 152,  44, 152,  44,0x0
4,-1,16,16, 168,  40, 168,  40,0x0
4, 1,16,16, 168,  40, 168,  40,0x0
4,-1,16,16, 186,  40, 184,  40,0x0
4, 1,16,16, 182,  40, 184,  40,0x0
4,-1,16,16,   8,  56,   8,  56,0x0
4, 1,16,16,   8,  56,   8,  56,0x0
4,-1,16,16,  24,  56,  24,  56,0x0
4, 1,16,16,  24,  56,  24,  56,0x0
4,-1,16,16,  40,  56,  40,  56,0x0
4, 1,16,16,  40,  56,  40,  56,0x0
4,-1, 8, 8,  52,  52,  52,  52,0x0
4,-1, 8, 8,  60,  52,  60,  52,0x0
4,-1, 8, 8,  52,  60,  52,  60,0x0
4,-1, 8, 8,  60,  60,  60,  60,0x0
4, 1, 8, 8,  52,  52,  52,  52,0x0
4, 1, 8, 8,  60,  52,  60,  52,0x0
4, 1, 8, 8,  52,  60,  52,  60,0x0
4, 1, 8, 8,  60,  60,  60,  60,0x0
4,-1, 8, 8,  68,  52,  68,  52,0x0
4,-1, 8, 8,  76,  52,  76,  52,0x0
4,-1, 8, 8,  68,  58,  68,  60,0x0
4,-1, 8, 8,  76,  60,  76,  60,0x0
4, 1, 8, 8,  68,  52,  68,  52,0x0
4, 1, 8, 8,  76,  52,  76,  52,0x0
4, 1, 8, 8,  68,  60,  68,  60,0x0
4, 1, 8, 8,  76,  60,  76,  60,0x0
4,-1,16,16,  88,  56,  88,  56,0x0
4, 1,16,16,  88,  56,  88,  56,0x0
4,-1,16,16, 104,  56, 104,  56,0x0
4, 1,16,16, 104,  56, 104,  56,0x0
4,-1,16,16, 120,  56, 120,  56,0x0
4, 1,16,16, 120,  56, 120,  56,0x0
4,-1, 8, 8, 132,  52, 132,  52,0x0
4,-1, 8, 8, 139,  52, 140,  52,0x0
4,-1, 8, 8, 132,  60, 132,  60,0x0
4,-1, 8, 8, 140,  60, 140,  60,0x0
4, 1, 8, 8, 132,  52, 132,  52,0x0
4, 1, 8, 8, 141,  52, 140,  52,0x0
4, 1, 8, 8, 132,  60, 132,  60,0x0
4, 1, 8, 8, 140,  60, 140,  60,0x0
4,-1, 8, 8, 147,  51, 148,  52,0x0
4,-1, 8, 8, 156,  52, 156,  52,0x0
4,-1, 8, 8, 148,  60, 148,  60,0x0
4,-1, 8, 8, 154,  59, 156,  60,0x0
4, 1, 8, 8, 149,  53, 148,  52,0x0
4, 1, 8, 8, 160,  53, 156,  52,0x0
4, 1, 8, 8, 148,  60, 148,  60,0x0
4, 1, 8, 8, 158,  61, 156,  60,0x0
4,-1, 8, 8, 164,  52, 164,  52,0x0
4,-1, 8, 8, 172,  52, 172,  52,0x0
4,-1, 8, 8, 162,  58, 164,  60,0x0
4,-1, 8, 8, 172,  60, 172,  60,0x0
4, 1, 8, 8, 164,  52, 164,  52,0x0
